k,z,c,l
3.472334589580892583e+00,1.044740905102284012e+00,1.147405265884137160e+00,8.771136009489155505e-01
4.691836734693877631e+00,1.159183673469387887e+00,1.411482051707890095e+00,8.745197478963191440e-01
4.576282764791161917e+00,1.145565893914052058e+00,1.384825025324317282e+00,8.742443575763980679e-01
4.463823225190487243e+00,1.133178873723103219e+00,1.359431653241400140e+00,8.741211925468166388e-01
4.355376127470028891e+00,1.121901146070618305e+00,1.335352140142870514e+00,8.741209069480476712e-01
4.251571924622105314e+00,1.111624792710796950e+00,1.312607455356828323e+00,8.742182606441255555e-01
4.152812738415785354e+00,1.102253702713752670e+00,1.291195950074058851e+00,8.743915965480745234e-01
4.059321043963810993e+00,1.093702087618138918e+00,1.271098715276820501e+00,8.746223710124995110e-01
3.971179401652591867e+00,1.085893210663085195e+00,1.252283920355447444e+00,8.748947285990499312e-01
3.888362640583359564e+00,1.078758295427578062e+00,1.234710324686771665e+00,8.751951141736348250e-01
3.810763712247181800e+00,1.072235585372445898e+00,1.218330117435736160e+00,8.755119163350740807e-01
3.738214257404607999e+00,1.066269530761825068e+00,1.203091211928468462e+00,8.758351367934364973e-01
3.670500767655185292e+00,1.060810083481142918e+00,1.188939098242424608e+00,8.761560805640519201e-01
3.607377077575089519e+00,1.055812083557720715e+00,1.175818339781223854e+00,8.764670617957015519e-01
3.548573793534290033e+00,1.051234723877568333e+00,1.163673785528062998e+00,8.767611197460581929e-01
3.493805150257038861e+00,1.047041081795681228e+00,1.152451558653592834e+00,8.770317388684475413e-01
4.691836734693877631e+00,1.167346938775510212e+00,1.417099863433316731e+00,8.756684566214094634e-01
4.584333564895935353e+00,1.152985784711651807e+00,1.391119550337944322e+00,8.751807417056419736e-01
4.477965241931999962e+00,1.139929615000684571e+00,1.366175157141447993e+00,8.748764303547983401e-01
4.374013232151972019e+00,1.128048555416049759e+00,1.342362116974155972e+00,8.747221048052762349e-01
4.273411852077670048e+00,1.117227379358892714e+00,1.319738696730884397e+00,8.746889447011186869e-01
4.176816074925331357e+00,1.107363602079767695e+00,1.298333990026608209e+00,8.747521384946064238e-01
4.084657838868076318e+00,1.098365858887795810e+00,1.278154399371037808e+00,8.748903595055826932e-01
3.997192459536978326e+00,1.090152519948566878e+00,1.259188898671671941e+00,8.750852950720077184e-01
3.914536604561416056e+00,1.082650502940363246e+00,1.241413307773484798e+00,8.753212195840525123e-01
3.836699123602249628e+00,1.075794251795563428e+00,1.224793765034622117e+00,8.755846038018344490e-01
3.763605860144351389e+00,1.069524855361488225e+00,1.209289548486838228e+00,8.758637538746718576e-01
3.695119410636858781e+00,1.063789284352625764e+00,1.194855368464479817e+00,8.761484740262562854e-01
3.631054647281963810e+00,1.058539728652504452e+00,1.181443232908222951e+00,8.764297470342439222e-01
3.571190684757839406e+00,1.053733020029437251e+00,1.169003969546015043e+00,8.766994264685222804e-01
3.515279848607209878e+00,1.049330127790419231e+00,1.157488475863799771e+00,8.769499341887050381e-01
4.691836734693877631e+00,1.175510204081632537e+00,1.422712902995463047e+00,8.768073991266419620e-01
4.592396777913790196e+00,1.160401525647125398e+00,1.397413453609276601e+00,8.761089922029666743e-01
4.492131645024805664e+00,1.146673108961746346e+00,1.372919908228849906e+00,8.756250024635714446e-01
4.392684406449952839e+00,1.134186458079518900e+00,1.349373737694748776e+00,8.753179226118501521e-01
4.295292507986971486e+00,1.122818865495267326e+00,1.326871068748997518e+00,8.751553511843099820e-01
4.200863695837993461e+00,1.112461333608277592e+00,1.305472124305132153e+00,8.751093317476942302e-01
4.110039652660767651e+00,1.103016809433296830e+00,1.285208880874821435e+00,8.751557701739721695e-01
4.023248903663176002e+00,1.094398679735829383e+00,1.266091291401096219e+00,8.752739150825770142e-01
3.940750467211655561e+00,1.086529483521745387e+00,1.248112348827584039e+00,8.754458897360085645e-01
3.862669593506196097e+00,1.079339806621369524e+00,1.231252210088618293e+00,8.756562659143082294e-01
3.789026784338393572e+00,1.072767329389260338e+00,1.215481557362642073e+00,8.758916717824910547e-01
3.719761132589643804e+00,1.066756003612966408e+00,1.200764340206501801e+00,8.761404266597005996e-01
3.654748870758654178e+00,1.061255338836141204e+00,1.187060016290007791e+00,8.763921960106535458e-01
3.593817878051590142e+00,1.056219781647953049e+00,1.174325388216103994e+00,8.766376599875514986e-01
3.536758767184987828e+00,1.051608174224329062e+00,1.162516118135008547e+00,8.768681884952703731e-01
4.691836734693877631e+00,1.183673469387755084e+00,1.428321230096253780e+00,8.779367118847251072e-01
4.600472259945927789e+00,1.167813147836296972e+00,1.403706768012819905e+00,8.770292315963075236e-01
4.506322249846160588e+00,1.153409413635329006e+00,1.379665920708343707e+00,8.763670144520565586e-01
4.411389463366679031e+00,1.140314934629736099e+00,1.356387006875510837e+00,8.759084485223228578e-01
4.317213714645345313e+00,1.128399349973408627e+00,1.334004574210467586e+00,8.756175518379828437e-01
4.224955435572049112e+00,1.117547010473184166e+00,1.312610359946930316e+00,8.754632334311547304e-01
4.135466333337413758e+00,1.107655063167322318e+00,1.292262175195305840e+00,8.754186476155081387e-01
4.049348598113245323e+00,1.098631821516638629e+00,1.272991124824802034e+00,8.754606228075889618e-01
3.967004112491112178e+00,1.090395373509686294e+00,1.254807486213501466e+00,8.755691503317363233e-01
3.888675030271087962e+00,1.082872388711369815e+00,1.237705503286232522e+00,8.757269216033588544e-01
3.814476967119745154e+00,1.075997092288657697e+00,1.221667301122579818e+00,8.759189041072433790e-01
3.744425903336766837e+00,1.069710379691627411e+00,1.206666087009376609e+00,8.761319478763144319e-01
3.678459753416693179e+00,1.063959050235269155e+00,1.192668773257020920e+00,8.763544148733131145e-01
3.616455416159289893e+00,1.058695141537342899e+00,1.179638133327077343e+00,8.765758238848309070e-01
3.558241986618230879e+00,1.053875349792394056e+00,1.167534584335494730e+00,8.767865033123350971e-01
4.691836734693877631e+00,1.191836734693877631e+00,1.433924903292916664e+00,8.790565286648864829e-01
4.608559869619112348e+00,1.175220681948751178e+00,1.409999525610796889e+00,8.779415798539923488e-01
