k,z,c,l
2.265575551279224165e+00,9.750674307991383793e-01,8.936612956216564152e-01,8.940130371966414913e-01
2.331853348101080581e+00,9.770389522073429367e-01,9.070428864901646238e-01,8.926207159092695020e-01
2.390643321667481391e+00,9.788562724000680060e-01,9.188163890200844452e-01,8.914401002269989327e-01
2.442857905411150998e+00,9.805311922813233494e-01,9.291895208120382055e-01,8.904405503103276498e-01
7.122448979591836649e-01,9.469387755102041115e-01,5.249955583201433296e-01,9.465063199678730443e-01
9.355005007278722751e-01,9.510780276806753974e-01,5.903877570495353888e-01,9.360481443846325744e-01
1.144340059998553372e+00,9.549021179698690132e-01,6.458585658422791864e-01,9.274904950416962279e-01
1.335492440498214028e+00,9.584338595632239111e-01,6.931778087601766503e-01,9.204876268058898026e-01
1.508162390997263902e+00,9.616945972979686896e-01,7.337340356217663118e-01,9.147311115070931864e-01
1.662829479260639287e+00,9.647042729276793516e-01,7.686324672643130018e-01,9.099725578696455930e-01
1.800606895078164627e+00,9.674814926245473012e-01,7.987650134121315748e-01,9.060172321809945029e-01
1.922890141808253350e+00,9.700435955148725142e-01,8.248599676960562954e-01,9.027130540467773745e-01
2.031162318835654013e+00,9.724067222715708780e-01,8.475178348982007615e-01,8.999407495761723164e-01
2.126887001914835373e+00,9.745858829826207215e-01,8.672377091158949280e-01,8.976061274085507247e-01
2.211451393747603689e+00,9.765950236801942408e-01,8.844371044267099746e-01,8.956342607171587922e-01
2.286138780250543068e+00,9.784470910552738321e-01,8.994671471142382524e-01,8.939651533731477473e-01
2.352118162799182510e+00,9.801540950001378372e-01,9.126244060134600655e-01,8.925505110793504615e-01
2.410443891370453340e+00,9.817271687191578833e-01,9.241602325255096062e-01,8.913513253133581449e-01
2.462060992635098255e+00,9.831766262295640324e-01,9.342882182831411253e-01,8.903360565474722765e-01
7.122448979591836649e-01,9.551020408163265474e-01,5.283800594747100066e-01,9.473870258313313863e-01
9.396348324365357829e-01,9.586184673044854110e-01,5.948686329430639130e-01,9.367532985026514325e-01
1.152334748114292706e+00,9.618650129255525982e-01,6.511186869994640691e-01,9.280430442707654493e-01
1.346850999746101119e+00,9.648615448493450542e-01,6.989719024699613259e-01,9.209123378787736902e-01
1.522314720075136352e+00,9.676265983846987773e-01,7.398712802659624943e-01,9.150499601871034949e-01
1.679206879207189695e+00,9.701774455413286757e-01,7.749638787342439938e-01,9.102040746794795023e-01
1.818678927644971299e+00,9.725301636013623519e-01,8.051742479510705097e-01,9.061768142211505950e-01
1.942181135861672292e+00,9.746997029292383541e-01,8.312564773739978818e-01,9.028134476999091218e-01
2.051256816265197180e+00,9.766999534129812144e-01,8.538316632978634191e-01,8.999924973751769475e-01
2.147429194795294816e+00,9.785438090686218171e-01,8.734154588530984586e-01,8.976179368934713576e-01
2.232141386167822539e+00,9.802432304559676179e-01,8.904387642365537703e-01,8.956132978351238894e-01
2.306727294724430610e+00,9.818093046510075750e-01,9.052635653372061997e-01,8.939172727337237889e-01
2.372400622283478366e+00,9.832523026005993705e-01,9.181952612113966072e-01,8.924804352197558410e-01
2.430254405080387592e+00,9.845817337511091338e-01,9.294923941418212765e-01,8.912627826225741901e-01
2.481266532845088246e+00,9.858063978964279883e-01,9.393744188628709857e-01,8.902318848555837993e-01
7.122448979591836649e-01,9.632653061224489832e-01,5.317633624031008477e-01,9.482563830249778336e-01
9.437723046108704716e-01,9.661537527691845817e-01,5.993525931115695204e-01,9.374506012497446639e-01
1.160344531735600704e+00,9.688187727278635419e-01,6.563834217569433083e-01,9.285899844956029270e-01
1.358237371598477461e+00,9.712770831393739979e-01,7.047704378723809171e-01,9.213330041513719815e-01
1.536505003485241438e+00,9.735442375634144607e-01,7.460117909858093865e-01,9.153658989799355883e-01
1.695628713925366959e+00,9.756346932288747498e-01,7.812968325068967435e-01,9.104335206676086312e-01
1.836798191585953477e+00,9.775618766856551956e-01,8.115830502045495720e-01,9.063349516108794024e-01
1.961518925364349464e+00,9.793382474455264441e-01,8.376505226116902625e-01,9.029128663472648642e-01
2.071395067214417907e+00,9.809753593068676336e-01,8.601410612100941488e-01,9.000436236342046481e-01
2.168010144025856345e+00,9.824839191472470867e-01,8.795869546487808943e-01,8.976293919393255605e-01
2.252863784250103141e+00,9.838738430413344060e-01,8.964325333932074980e-01,8.955921837642711880e-01
2.327341031809978755e+00,9.851543096218023932e-01,9.110506648176263100e-01,8.938693976126802498e-01
2.392700720584639118e+00,9.863338106496566393e-01,9.237555847511192963e-01,8.924104885929982078e-01
2.450074918129999002e+00,9.874201987995396834e-01,9.348130224240188690e-01,8.911744707348995265e-01
2.500474644725977580e+00,9.884207326965130935e-01,9.444482846536702558e-01,8.901280323403089056e-01
7.122448979591836649e-01,9.714285714285714191e-01,5.351454871959211435e-01,9.491146173999198687e-01
9.479128637817312297e-01,9.736839312335785479e-01,6.038396236382105320e-01,9.381402158470355523e-01
1.168369322312278635e+00,9.757634866285824771e-01,6.616527392443920519e-01,9.291314326910441457e-01
1.369651433046305877e+00,9.776806000411484288e-01,7.105733805479815812e-01,9.217497090971497054e-01
1.550733085475330286e+00,9.794476708794739306e-01,7.521555400491550802e-01,9.156789871168931061e-01
1.712094802083002687e+00,9.810761966998244876e-01,7.876313148182422230e-01,9.106609375184926414e-01
1.854964491682879579e+00,9.825768318305793114e-01,8.179914251158770799e-01,9.064916733413115324e-01
1.980903315308720769e+00,9.839594433146299224e-01,8.440421297393891908e-01,9.030113298051678505e-01
2.091576891423906126e+00,9.852331640912531663e-01,8.664460774294282519e-01,9.000941415366081610e-01
2.188629697636603311e+00,9.864064433866840398e-01,8.857522676342404200e-01,8.976405009196679607e-01
2.273618475954930052e+00,9.874870943211614405e-01,9.024185043632491077e-01,8.955709233606623521e-01
2.347979928667542904e+00,9.884823387706915820e-01,9.168285577509998063e-01,8.938215302468704992e-01
2.413018450805664017e+00,9.893988495454714149e-01,9.293055065615057897e-01,8.923406714199147993e-01
2.469905483835732163e+00,9.902427899649467458e-01,9.401222628207598353e-01,8.910863882334946195e-01
2.519685443785386170e+00,9.910198509228062003e-01,9.495099743270990489e-01,8.900244961488801287e-01
7.122448979591836649e-01,9.795918367346938549e-01,5.385264533798865827e-01,9.499619487565670317e-01
9.520564578811395728e-01,9.812090490324324454e-01,6.083297105997795828e-01,9.388223008213891774e-01
1.176409032943973587e+00,9.826992422652437442e-01,6.669266089165564182e-01,9.296675023772770219e-01
1.381093062863768539e+00,9.840722188199469977e-01,7.163806965221100054e-01,9.221625337050138871e-01
1.564998812260574246e+00,9.853370513871927416e-01,7.583025001070575755e-01,9.159892820668661395e-01
1.728604964500829233e+00,9.865021331138109639e-01,7.939673120810740725e-01,9.108863656797848707e-01
1.873177634971695760e+00,9.875752249738093402e-01,8.243993774914259998e-01,9.066470075445400845e-01
2.000334112890476579e+00,9.885635003985356883e-01,8.504313245640358065e-01,9.031088573003498432e-01
2.111802110595537130e+00,9.894735872296912538e-01,8.727467597983621372e-01,9.001440638676122541e-01
2.209287705173820449e+00,9.903116070764780288e-01,8.919114675428645445e-01,8.976512719460835177e-01
2.294405350119241405e+00,9.910832121711262710e-01,9.083967677724993361e-01,8.955495213159503365e-01
2.368643922521968204e+00,9.917936198261955161e-01,9.225973540677718798e-01,8.937736727799232561e-01
2.433353805160753947e+00,9.924476446030502386e-01,9.348451539120099518e-01,8.922709838818833061e-01
2.489746153565763453e+00,9.930497283043734358e-01,9.454202577646210193e-01,8.909985337050595477e-01
2.538899042453415245e+00,9.936039679049919471e-01,9.545596432243936835e-01,8.899212734693926485e-01
7.122448979591836649e-01,9.877551020408164018e-01,5.419062799374411155e-01,9.507985910493031989e-01
9.562030361963772540e-01,9.887291516976159933e-01,6.128228400727323555e-01,9.394970101753440384e-01
1.184463578330563038e+00,9.896261257035328107e-01,6.722050005499798919e-01,9.301983037491969863e-01
1.392562141562211808e+00,9.904520604613196166e-01,7.221923522574014154e-01,9.225715565737461210e-01
1.579302031979338938e+00,9.912125292315964176e-01,7.644526441867188771e-01,9.162968396036608176e-01
1.745159024108158263e+00,9.919126761792890212e-01,8.003048108823858087e-01,9.111098444096096260e-01
1.891437430698311939e+00,9.925572481509189471e-01,8.308069120056353896e-01,9.068009815264387319e-01
2.019811127466829337e+00,9.931506242959912134e-01,8.568181323842318786e-01,9.032054674924987481e-01
2.132070548357119844e+00,9.936968436468198718e-01,8.790431552338708876e-01,9.001934030296205869e-01
2.229984017675740837e+00,9.941996307706494340e-01,8.980646227490582945e-01,8.976617128784031285e-01
2.315224296448185726e+00,9.946624196062124890e-01,9.143674124576323115e-01,8.955279821639925419e-01
2.389332950675008505e+00,9.950883755941976050e-01,9.283571614974067687e-01,8.937258272662657044e-01
2.453706775012494123e+00,9.954804162077092178e-01,9.403746514885978902e-01,8.922014261229200827e-01
2.509596976805277269e+00,9.958412299848902194e-01,9.507071467590108016e-01,8.909109057404158705e-01
2.558115550178504005e+00,9.961732941615942805e-01,9.595974434532719144e-01,8.898183615300890859e-01
7.122448979591836649e-01,9.959183673469387266e-01,5.452849853255656853e-01,9.516247525827673526e-01
9.603525493258799894e-01,9.962442839785334847e-01,6.173189981388363945e-01,9.401644935496640265e-01
1.192532874724496761e+00,9.965442214782280761e-01,6.774878842396874212e-01,9.307239437999411669e-01
1.404058551345777062e+00,9.968202437317251752e-01,7.280083146463998123e-01,9.229768540021050516e-01
1.593642594650401367e+00,9.970742517272805916e-01,7.706059456845683053e-01,9.166017138702209355e-01
1.761756805899869827e+00,9.973079962486952610e-01,8.066437979807714598e-01,9.113314118216508941e-01
1.909743690275608863e+00,9.975230896046483053e-01,8.372140332057921297e-01,9.069536217979589088e-01
2.039334170515878508e+00,9.977210164635674783e-01,8.632025780046623797e-01,9.033011784957585277e-01
2.152382030227922627e+00,9.979031438588986669e-01,8.853353097529710336e-01,9.002421710568139224e-01
2.250718487648799115e+00,9.980707304254650136e-01,9.042118003057745268e-01,8.976718313344439482e-01
2.336075205506852992e+00,9.982249349236155256e-01,9.203305255159239806e-01,8.955063102871529956e-01
2.410046950517024555e+00,9.983668241040604130e-01,9.341080856301368085e-01,8.936779956749523190e-01
2.474077350907461170e+00,9.984973799626797319e-01,9.458941214669123188e-01,8.921319982516664471e-01
2.529458001219195840e+00,9.986175064311787475e-01,9.559830664618852447e-01,8.908235029350427547e-01
2.577335073519654962e+00,9.987280355462377912e-01,9.646235239811521422e-01,8.897157575986565092e-01
7.122448979591836649e-01,1.004081632653061273e+00,5.486625874938124703e-01,9.524406362001492932e-01
9.645049491368589134e-01,1.003754489861873989e+00,6.218181708904605420e-01,9.408248963788895525e-01
1.200616839885016773e+00,1.003453612632752012e+00,6.827752303958309898e-01,9.312445264389085375e-01
1.415582176068659326e+00,1.003176885237075711e+00,7.338285510043096593e-01,9.233785000748349070e-01
1.608020352131582342e+00,1.002922363434507247e+00,7.767623783594953535e-01,9.169039574399038273e-01
1.778398136894687953e+00,1.002688260410227405e+00,8.129842603038558435e-01,9.115511049281684874e-01
1.928096227241654859e+00,1.002472933890243389e+00,8.436207455166091496e-01,9.071049541049899245e-01
2.058903055597068210e+00,1.002274874332321319e+00,8.695846857499933691e-01,9.033960078992433473e-01
2.172736383585070818e+00,1.002092694099556036e+00,8.916232684973768308e-01,9.002903796290752103e-01
2.271490969044386077e+00,1.001925117532108889e+00,9.103530659807127501e-01,8.976816346992972928e-01
2.356957968711978157e+00,1.001770971840312940e+00,9.262861923532274000e-01,8.954845099223081029e-01
2.430785859537981430e+00,1.001629178749246174e+00,9.398502299764932566e-01,8.936301798933048435e-01
2.494465522610306074e+00,1.001498746831124054e+00,9.514036835827837102e-01,8.920627003432691771e-01
2.549329272712442140e+00,1.001378764467491411e+00,9.612481507664070168e-01,8.907363238895716906e-01
2.596557716235152746e+00,1.001268393388304867e+00,9.696380307249453656e-01,8.896134589815328786e-01
7.122448979591836649e-01,1.012244897959183598e+00,5.520391039016009360e-01,9.532464394638806571e-01
9.686601887245639420e-01,1.011259812590703744e+00,6.263203444355266436e-01,9.414783600402313324e-01
1.208715393034150987e+00,1.010354380757384263e+00,6.880670097403055463e-01,9.317601526045490301e-01
1.427132901193893577e+00,1.009522099479269963e+00,7.396530290618765768e-01,9.237765667447921381e-01
1.622435158079690076e+00,1.008757006232652076e+00,7.829219163262236547e-01,9.172036213749725775e-01
1.795082846094660844e+00,1.008053632576386915e+00,8.193261849457490476e-01,9.117689596810557573e-01
1.946494857219050578e+00,1.007406961977036275e+00,8.500270532446054794e-01,9.072550034568579447e-01
2.078517598312653369e+00,1.006812391420250918e+00,8.759644794782622812e-01,9.034899727866185781e-01
2.193133437630737426e+00,1.006265696440956203e+00,8.979070757572776840e-01,9.003380400852797338e-01
2.292301317236072666e+00,1.005762999244478317e+00,9.164884842912363050e-01,8.976911301341906624e-01
2.377872478323634908e+00,1.005300739625538453e+00,9.322344967302437224e-01,8.954625851665698466e-01
2.451549615337788701e+00,1.004875648422689283e+00,9.455836960247125944e-01,8.935823817303771843e-01
2.514871279136412952e+00,1.004484723272814906e+00,9.569034552002106953e-01,8.919935324411633060e-01
2.569210835487872213e+00,1.004125206454245189e+00,9.665025308786862057e-01,8.906493672102421266e-01
2.615783579367962908e+00,1.003794564628244013e+00,9.746411066375783028e-01,8.895114630232250352e-01
7.122448979591836649e-01,1.020408163265306145e+00,5.554145515348154483e-01,9.540423548290862810e-01
9.728182223731146605e-01,1.018760294682931722e+00,6.308255049021451732e-01,9.421250219961457839e-01
1.216828454814409488e+00,1.017246606026197542e+00,6.933631933033413963e-01,9.322709203721961657e-01
1.438710613753618084e+00,1.015855998910807578e+00,7.454817169583981551e-01,9.241711239113995502e-01
1.636886867911754528e+00,1.014578319391117978e+00,7.890845340488285009e-01,9.175007552824498980e-01
1.811810764445828115e+00,1.013404273569428860e+00,8.256695591645351051e-01,9.119850110110400143e-01
1.964939397875390181e+00,1.012325351346434754e+00,8.564329605823026714e-01,9.074037941535375573e-01
2.098177616270187062e+00,1.011333757440730841e+00,8.823419825937900418e-01,9.035830897547930673e-01
2.213573023360165148e+00,1.010422348910592349e+00,9.041867749942875676e-01,9.003851634359845146e-01
2.313149388997318034e+00,1.009584578502322749e+00,9.226181185380697425e-01,8.977003245849459745e-01
2.398818627436931195e+00,1.008814443228390756e+00,9.381755208071683727e-01,8.954405399827484180e-01
2.472338155636034429e+00,1.008106437647159348e+00,9.513085832961084565e-01,8.935346029202559937e-01
2.535294608783187797e+00,1.007455511375722867e+00,9.623935513769162897e-01,8.919244945587594398e-01
2.589102732101984383e+00,1.006857030419492594e+00,9.717463353927330294e-01,8.905626315093180256e-01
2.635012761327953701e+00,1.006306741947777139e+00,9.796328917913881273e-01,8.894097671056372389e-01
7.122448979591836649e-01,1.028571428571428470e+00,5.587889469217333094e-01,9.548285698101312002e-01
9.769790055178296795e-01,1.026255977949172893e+00,6.353336384429505435e-01,9.427650159308956779e-01
1.224955947248087984e+00,1.024130367232766847e+00,6.986637524200800531e-01,9.327769250571897874e-01
1.450315202310729079e+00,1.022178693987556564e+00,7.513145832348635533e-01,9.245622394956120038e-01
1.651375338767469447e+00,1.020386439637821496e+00,7.952502063343928063e-01,9.177954073674724489e-01
1.828581724799999364e+00,1.018740341203845379e+00,8.320143703797869827e-01,9.121992928651264654e-01
1.983429668884777231e+00,1.017228276086469707e+00,8.628384716122420306e-01,9.075513498116430933e-01
2.117882929045955098e+00,1.015839158407099152e+00,8.887172180596308868e-01,9.036753749317770756e-01
2.234054973530434918e+00,1.014562845603893759e+00,9.104624088635937529e-01,9.004317603755445099e-01
2.334035042479620792e+00,1.013390054149933439e+00,9.287420308378273592e-01,8.977092247900532174e-01
2.419796309973694104e+00,1.012312283400790491e+00,9.441093451867802466e-01,8.954183782045577189e-01
2.493151418281102760e+00,1.011321746700836854e+00,9.570249893985044443e-01,8.934868451252009347e-01
2.555735499160026070e+00,1.010411308982738454e+00,9.678740849275834224e-01,8.918555866810459198e-01
2.609005003518477750e+00,1.009574430185503635e+00,9.769796903627357976e-01,8.904761154054723349e-01
2.654245357971059427e+00,1.008805113895234529e+00,9.846135234585241536e-01,8.893083686474101413e-01
7.122448979591836649e-01,1.036734693877551017e+00,5.621623061483163042e-01,9.556052671405937948e-01
9.811424947089880666e-01,1.033746903510033066e+00,6.398447312391548625e-01,9.433984718814009129e-01
1.233097793698120892e+00,1.031005741824700950e+00,7.039686587271372087e-01,9.332782593135344751e-01
1.461946556921882356e+00,1.028490293219757934e+00,7.571515968272179986e-01,9.249499795115819767e-01
1.665900429472815691e+00,1.026181501225353010e+00,8.014189083267987401e-01,9.180876244842768319e-01
1.845395561877627877e+00,1.024061990366013530e+00,8.383606061701157630e-01,9.124118382423753726e-01
2.001965491890370874e+00,1.022115906983053657e+00,8.692435903108366446e-01,9.076976933892634269e-01
2.137633358149348517e+00,1.020328776733565590e+00,8.950902084095827549e-01,9.037668439937440734e-01
2.254579122629996490e+00,1.018687376792831945e+00,9.167340192353394812e-01,9.004778412936921272e-01
2.354958137191121015e+00,1.017179621050574134e+00,9.348602821544160779e-01,8.977178372883855006e-01
2.440805420674176496e+00,1.015794456815993563e+00,9.500360489560348842e-01,8.953961035415910485e-01
2.513989341258767496e+00,1.014521771738316147e+00,9.627330100777975463e-01,8.934391099386403967e-01
2.576193937217059915e+00,1.013352309813747798e+00,9.733451664848740137e-01,8.917868087661054988e-01
2.628917689159800730e+00,1.012277595490676196e+00,9.822027193727884686e-01,8.903898175241389268e-01
2.673481462675562081e+00,1.011289865006240740e+00,9.895831361884936950e-01,8.892072651032719710e-01
7.122448979591836649e-01,1.044897959183673564e+00,5.655346448728933995e-01,9.563726249269651758e-01
9.853086475769600172e-01,1.041233111812837508e+00,6.443587695043367924e-01,9.440255163626485313e-01
1.241253918830404590e+00,1.037872805937046783e+00,7.092778841591592665e-01,9.337750132283163529e-01
1.473604569101773620e+00,1.034790903221333824e+00,7.629927270597522959e-01,9.253344081351903005e-01
1.680462000504806763e+00,1.031963635994906925e+00,8.075906155006505882e-01,9.183774521849418226e-01
1.862252112231729706e+00,1.029369373091122419e+00,8.447082542707476938e-01,9.126226792281028066e-01
2.020546690467931228e+00,1.026988411608083629e+00,8.756483205520584345e-01,9.078428472097023194e-01
2.157428726988148249e+00,1.024802791332592999e+00,9.014609757597736861e-01,9.038575121813411384e-01
2.275145306848934457e+00,1.022796129030695944e+00,9.230016472152759999e-01,9.005234162866037062e-01
2.375918533975653446e+00,1.020953470196842572e+00,9.409729323293698489e-01,8.977261684265677166e-01
2.461845855088792501e+00,1.019261156182849515e+00,9.559557097262372238e-01,8.953737195840645313e-01
2.534851862700244762e+00,1.017706704907233251e+00,9.684327392677495316e-01,8.933913988880227697e-01
2.596669909272704579e+00,1.016278703583264997e+00,9.788069045583251970e-01,8.917181607465547444e-01
2.648840826956742500e+00,1.014966712106982083e+00,9.874155436041734957e-01,8.903037364978335644e-01
2.692721166415578793e+00,1.013761175919953184e+00,9.945418618829661161e-01,8.891064539633997121e-01
7.122448979591836649e-01,1.053061224489795888e+00,5.689059783402673487e-01,9.571308167963655800e-01
9.894774227986388171e-01,1.048714642647827766e+00,6.488757394879796081e-01,9.446462724879292061e-01
1.249424248577516217e+00,1.044731634424608036e+00,7.145914009453758764e-01,9.342672744120882333e-01
1.485289131788629424e+00,1.041080628757572013e+00,7.688379436386157950e-01,9.257155877696021662e-01
1.695059913957299269e+00,1.037732973438076245e+00,8.137653036553299524e-01,9.186649347659981979e-01
1.879151214212793075e+00,1.034662638637496190e+00,8.510573025711354322e-01,9.128318470265813778e-01
2.039173090090302676e+00,1.031845954404527532e+00,8.820526661109769906e-01,9.079868329841785934e-01
2.177268860834662867e+00,1.029261377708907466e+00,9.078295418198475408e-01,9.039473943152835922e-01
2.295753364049917256e+00,1.026889285253202777e+00,9.292653331647128256e-01,9.005684951674793881e-01
2.396916094992203039e+00,1.024711788817133984e+00,9.470800401111525435e-01,8.977342243660199061e-01
2.482917509569853021e+00,1.022712570355997830e+00,9.618684036718391228e-01,8.953512298073512676e-01
2.555738920889740751e+00,1.020876734460714363e+00,9.741242691380604946e-01,8.933437134375380451e-01
2.617163401040074167e+00,1.019190676113820082e+00,9.842594055912062823e-01,8.916496425309096141e-01
2.668774453396159707e+00,1.017641961953147600e+00,9.926182819003006585e-01,8.902178709664478884e-01
2.711964557831886502e+00,1.016219223491056978e+00,9.994898298679584236e-01,8.890059327527918276e-01
7.122448979591836649e-01,1.061224489795918435e+00,5.722763213952652972e-01,9.578800120385532191e-01
9.936487800651291336e-01,1.056191535163846673e+00,6.533956274787749985e-01,9.452608600841513331e-01
1.257608710103785610e+00,1.051582300893227462e+00,7.199091816061564675e-01,9.347551280854273781e-01
1.497000139310887379e+00,1.047359572791252358e+00,7.746872166454512598e-01,9.260935791080007196e-01
1.709694033507857869e+00,1.043489640756597447e+00,8.199429489091771828e-01,9.189501153130189559e-01
1.896092707934678101e+00,1.039941933558418352e+00,8.574077391126040393e-01,9.130393719923217688e-01
2.057844518092848407e+00,1.036688696768615747e+00,8.884566306671535241e-01,9.081296718335407636e-01
2.197153586792734981e+00,1.033704708050276810e+00,9.141959279037633612e-01,9.040365048112738444e-01
2.316403133739858067e+00,1.030967024876096927e+00,9.355251167197953244e-01,9.006130874766647976e-01
2.417950683694806369e+00,1.028454760478377361e+00,9.531816631834769682e-01,8.977420110896929817e-01
2.504020281263358960e+00,1.026148884442169562e+00,9.677742055679298128e-01,8.953286375763126470e-01
2.576650454271551816e+00,1.024032044865820668e+00,9.798076901408163675e-01,8.932960549907092984e-01
2.637674397652332914e+00,1.022088409445282453e+00,9.897027740154344944e-01,8.915812540048803081e-01
2.688718603566954801e+00,1.020303523203754281e+00,9.978110508294104619e-01,8.901322195775176471e-01
2.731211723300227323e+00,1.018664180897698612e+00,1.004427166963514528e+00,8.889056990306526407e-01
7.122448979591836649e-01,1.069387755102040760e+00,5.756456884957643627e-01,9.586203757424832661e-01
9.978226800506259098e-01,1.063663827883529311e+00,6.579184198077021595e-01,9.458693958024586568e-01
1.265807231771631125e+00,1.058424877730065994e+00,7.252311989495695554e-01,9.352386571618515054e-01
1.508737487354969709e+00,1.053627836527273098e+00,7.805405165311484206e-01,9.264684411936374708e-01
1.724364224385586564e+00,1.049233762920126267e+00,8.261235276937965999e-01,9.192330357432901833e-01
1.913076435241424678e+00,1.045207401771561351e+00,8.637595520860239517e-01,9.132452836600059021e-01
2.076560803639750041e+00,1.041516797129256489e+00,8.948602178078917113e-01,9.082713843090454153e-01
2.217082733765541214e+00,1.038132951315189123e+00,9.205601549402210315e-01,9.041248576942769732e-01
2.337094457042212525e+00,1.035029523889388070e+00,9.417810368101359186e-01,9.006572024913319652e-01
2.439022164812822524e+00,1.032182565185198575e+00,9.592778581926740822e-01,8.977495344085097972e-01
2.525154068100802895e+00,1.029570279902764174e+00,9.736731888264636980e-01,8.953059461494374816e-01
2.597586401456688954e+00,1.027172816908166197e+00,9.854830910553576961e-01,8.932484248928701520e-01
2.658202883686995754e+00,1.024972081940299429e+00,9.951371123046144351e-01,8.915129950326015074e-01
2.708673311204313983e+00,1.022951570394435850e+00,1.002993964745123368e+00,8.900467809864649471e-01
2.750462746997146546e+00,1.021096217745536494e+00,1.009353997550979098e+00,8.888057503897855982e-01
7.122448979591836649e-01,1.077551020408163307e+00,5.790140937252115094e-01,9.593520689276637814e-01
1.001999084382441341e+00,1.071131558718023014e+00,6.624441028509004958e-01,9.464719932243857992e-01
1.274019743109134239e+00,1.065259436132925286e+00,7.305574260679530418e-01,9.357179423272716789e-01
1.520501072934150821e+00,1.059885519455844749e+00,7.863978141097170971e-01,9.268402314773358519e-01
1.739070353339938535e+00,1.054965462722128988e+00,8.323070167484853954e-01,9.195137368466590466e-01
1.930102239674982290e+00,1.050459184626117537e+00,8.701127298295225909e-01,9.134496107731394643e-01
2.095321777691191212e+00,1.046330411024796625e+00,9.012634310313631936e-01,9.084119904122485156e-01
2.237056132424203092e+00,1.042546273317567218e+00,9.269222434827361079e-01,9.042124666121852394e-01
2.357827176669944347e+00,1.039076954948365605e+00,9.480331316768291217e-01,9.007008492347486905e-01
2.460130404331646758e+00,1.035895379475664013e+00,9.653686807741606035e-01,8.977567999675297727e-01
2.546318768791050235e+00,1.032976934652858780e+00,9.795654255312881142e-01,8.952831586827980637e-01
2.618546701229113705e+00,1.030299227792870198e+00,9.911505590316546099e-01,8.932008244335239988e-01
2.678748843189273199e+00,1.027841868386015545e+00,1.000562521025294638e+00,8.914448654577989961e-01
2.728638608732373072e+00,1.025586274523343056e+00,1.008167135844934670e+00,8.899615538568208528e-01
2.769717710963537805e+00,1.023515500168077352e+00,1.014270443637966590e+00,8.887060844560007444e-01
7.122448979591836649e-01,1.085714285714285854e+00,5.823815508046642497e-01,9.600752486705406152e-01
1.006177955612119979e+00,1.078594764981251286e+00,6.669726630323431493e-01,9.470687629637492000e-01
1.282246174778767456e+00,1.072086046138647220e+00,7.358878363344950602e-01,9.361930621161541621e-01
1.532290794358428965e+00,1.066132719394299988e+00,7.922590805522746749e-01,9.272090058725723782e-01
1.753812288610419046e+00,1.060684860833960075e+00,8.384933931147789954e-01,9.197922583246521677e-01
1.947169966443784261e+00,1.055697420967726341e+00,8.764672608262252806e-01,9.136523813114886261e-01
2.114127272971360494e+00,1.051129691177225434e+00,9.076662737496007383e-01,9.085515096140502900e-01
2.257073615177148884e+00,1.046944836808633594e+00,9.332822137193710343e-01,9.042993448489041741e-01
2.378601136899098023e+00,1.043109487461527207e+00,9.542814388898699374e-01,9.007440364851523329e-01
2.481275269473771417e+00,1.039593376513745948e+00,9.714541855780297608e-01,8.977638132518472869e-01
2.567514282812228821e+00,1.036369023156801683e+00,9.854509864720077950e-01,8.952602782338370258e-01
2.639531292551551278e+00,1.033411451241996515e+00,9.968101796322316188e-01,8.931532548485990874e-01
2.699312259694455651e+00,1.030697940092228926e+00,1.005979098886503387e+00,8.913768651048976643e-01
2.748614527305281552e+00,1.028207803149032040e+00,1.013330674226736505e+00,8.898765368604221182e-01
2.788976695165920283e+00,1.025922190923457933e+00,1.019176624921131591e+00,8.886066988875298556e-01
7.122448979591836649e-01,1.093877551020408179e+00,5.857480731043694933e-01,9.607900682261351077e-01
1.010359257187610327e+00,1.086053483403739861e+00,6.715040868263232321e-01,9.476598127644823011e-01
1.290486458547249526e+00,1.078904776650626118e+00,7.412224033998291439e-01,9.366640929845435615e-01
1.544106551205393751e+00,1.072369532527580160e+00,7.981242873811486005e-01,9.275748188082552081e-01
1.768589899897187845e+00,1.066392075857201416e+00,8.446826341311146624e-01,9.200686388279462058e-01
1.964279462392178655e+00,1.060922247201284252e+00,8.828231337020321368e-01,9.138536225173594651e-01
2.132977123937274122e+00,1.055914787563935198e+00,9.140687492913793788e-01,9.086899608729402944e-01
2.277135016140231283e+00,1.051328801556046910e+00,9.396400854821447268e-01,9.043855053368846653e-01
2.399416183542989689e+00,1.047127287675544194e+00,9.605259953650074900e-01,9.007867727842467920e-01
2.502456628680246986e+00,1.043276726178646419e+00,9.775344262938143736e-01,8.977705795922391596e-01
2.588740510403678918e+00,1.039746716520528080e+00,9.913299411767440006e-01,8.952373077649844468e-01
2.660540114570919101e+00,1.036509657588633226e+00,1.002462036872711515e+00,8.931057173226002455e-01
2.719893116249405107e+00,1.033540464986139051e+00,1.011386942787635856e+00,8.913089937800744433e-01
2.768601096846795784e+00,1.030816320484931436e+00,1.018484687943441269e+00,8.897917286775943735e-01
2.808239777555590511e+00,1.028316449487822970e+00,1.024072658846811423e+00,8.885075913744546749e-01
7.122448979591836649e-01,1.102040816326530503e+00,5.891136736549060782e-01,9.614966771451401994e-01
1.014542953426429861e+00,1.093507750146024415e+00,6.760383607597684197e-01,9.482452475945971626e-01
